pack_name,type,text_template,requires_target
"Bisschen Spicy",truth,"{playerName}, was ist das Mutigste, das du jemals in Bezug auf Romantik getan hast?",false
"Bisschen Spicy",truth,"{playerName}, was ist dein Lieblings-Anmachspruch (egal ob gut oder schlecht)?",false
"Bisschen Spicy",truth,"{playerName}, hast du schon mal jemanden eifersüchtig machen wollen? Hat es geklappt?",false
"Bisschen Spicy",truth,"{playerName}, was ist deine peinlichste Social Media Story?",false
"Bisschen Spicy",truth,"{playerName}, glaubst du an Liebe auf den ersten Blick?",false
"Bisschen Spicy",truth,"{playerName}, wie lange hat deine längste Beziehung gedauert?",false
"Bisschen Spicy",truth,"{playerName}, was ist ein absolutes No-Go bei einem ersten Date für dich?",false
"Bisschen Spicy",truth,"{playerName}, hast du schon einmal jemanden geküsst, nur um jemanden anderen eifersüchtig zu machen?",false
"Bisschen Spicy",truth,"{playerName}, was ist deine seltsamste Angewohnheit, von der nur wenige Leute wissen?",false
"Bisschen Spicy",truth,"{playerName}, hast du schon einmal einen Korb bekommen? Wie war das?",false
"Bisschen Spicy",truth,"{playerName}, was ist das Unanständigste, das du je in der Öffentlichkeit getan hast (aber noch harmlos)?",false
"Bisschen Spicy",truth,"{playerName}, wie viele Selfies machst du im Durchschnitt pro Tag?",false
"Bisschen Spicy",truth,"{playerName}, hast du schon einmal etwas Verbotenes getan und wurdest nicht erwischt?",false
"Bisschen Spicy",truth,"{playerName}, was ist das schlimmste Geschenk, das du je bekommen hast?",false
"Bisschen Spicy",truth,"{playerName}, hast du schon mal so getan, als ob du jemanden nicht kennst?",false
"Bisschen Spicy",truth,"{playerName}, was ist dein Guilty Pleasure Song?",false
"Bisschen Spicy",truth,"{playerName}, hast du schon mal bei einer Prüfung geschummelt?",false
"Bisschen Spicy",truth,"{playerName}, was ist das Peinlichste, das deine Eltern über dich wissen?",false
"Bisschen Spicy",truth,"{playerName}, was ist das Wildeste, das du jemals auf einer Übernachtungsparty gemacht hast?",false
"Bisschen Spicy",truth,"{playerName}, hast du schon mal ein Geheimnis weitererzählt, das du nicht solltest?",false
"Bisschen Spicy",truth,"{playerName}, was ist eine Sache, für die du dich bei jemandem in dieser Runde entschuldigen müsstest?",false
"Bisschen Spicy",truth,"{playerName}, hast du schon mal online jemanden anderes dargestellt?",false
"Bisschen Spicy",truth,"{playerName}, was war dein schlimmster Mode-Fauxpas?",false
"Bisschen Spicy",truth,"{playerName}, was ist das Erste, das dir an {targetPlayerName} aufgefallen ist, als du ihn/sie das erste Mal gesehen hast?",true
"Bisschen Spicy",truth,"{playerName}, würdest du {targetPlayerName} daten, wenn er/sie dich fragen würde?",true
"Bisschen Spicy",truth,"{playerName}, was ist das süßeste/charmanteste an {targetPlayerName}?",true
"Bisschen Spicy",truth,"{playerName}, hast du {targetPlayerName} schon mal heimlich auf Social Media gestalkt?",true
"Bisschen Spicy",truth,"{playerName}, was für ein Kompliment würdest du {targetPlayerName} machen, wenn du mutiger wärst?",true
"Bisschen Spicy",truth,"{playerName}, was denkst du, ist {targetPlayerName}s größtes Geheimnis?",true
"Bisschen Spicy",truth,"{playerName}, wenn du {targetPlayerName} einen Kuss geben müsstest (Wange, Stirn, etc.), wohin wäre er?",true
"Bisschen Spicy",truth,"{playerName}, was ist eine Sache, die du gerne mit {targetPlayerName} unternehmen würdest?",true
"Bisschen Spicy",truth,"{playerName}, beschreibe {targetPlayerName} in drei schmeichelhaften Worten.",true
"Bisschen Spicy",truth,"{playerName}, was ist deine ehrliche Meinung zum Kleidungsstil von {targetPlayerName}?",true
"Bisschen Spicy",truth,"{playerName}, hast du schon mal darüber nachgedacht, wie es wäre, mit {targetPlayerName} zusammen zu sein?",true
"Bisschen Spicy",truth,"{playerName}, was ist das Lustigste, das du je mit {targetPlayerName} erlebt hast?",true
"Bisschen Spicy",truth,"{playerName}, wenn {targetPlayerName} ein Tier wäre, welches wäre er/sie und warum?",true
"Bisschen Spicy",truth,"{playerName}, was ist ein Gerücht, das du über {targetPlayerName} gehört hast (wahr oder falsch)?",true
"Bisschen Spicy",truth,"{playerName}, wer von euch beiden ist der bessere Lügner, du oder {targetPlayerName}?",true
"Bisschen Spicy",dare,"{playerName}, gib der Person links von dir einen Kuss auf die Wange.",false
"Bisschen Spicy",dare,"{playerName}, flüstere der Person rechts von dir deinen peinlichsten Anmachspruch ins Ohr.",false
"Bisschen Spicy",dare,"{playerName}, tanze für 30 Sekunden so verführerisch wie du kannst.",false
"Bisschen Spicy",dare,"{playerName}, wähle jemanden aus der Runde und starre ihm/ihr 30 Sekunden lang tief in die Augen, ohne zu lachen.",false
"Bisschen Spicy",dare,"{playerName}, sende eine Nachricht an deinen heimlichen Schwarm (oder Ex) mit nur Emojis.",false
"Bisschen Spicy",dare,"{playerName}, rufe eine zufällige Nummer in deinen Kontakten an und singe ihr 'Twinkle Twinkle Little Star'.",false
"Bisschen Spicy",dare,"{playerName}, trage für die nächsten drei Runden Lippenstift (auch Männer).",false
"Bisschen Spicy",dare,"{playerName}, mache jemandem in der Runde ein Kompliment, das leicht zweideutig ist.",false
"Bisschen Spicy",dare,"{playerName}, poste ein peinliches Foto von dir in deine Social Media Story (für 10 Minuten).",false
"Bisschen Spicy",dare,"{playerName}, sprich für den Rest der Runde mit einer übertrieben sexy Stimme.",false
"Bisschen Spicy",dare,"{playerName}, zeige deinen Chatverlauf mit der letzten Person, mit der du geschrieben hast (nur die letzten 5 Nachrichten).",false
"Bisschen Spicy",dare,"{playerName}, lasse jemanden in der Runde dir eine Nachricht auf die Stirn schreiben (mit abwaschbarem Stift).",false
"Bisschen Spicy",dare,"{playerName}, erzähle der Gruppe von deinem peinlichsten Kuss-Erlebnis.",false
"Bisschen Spicy",dare,"{playerName}, mache 10 verführerische Liegestütze.",false
"Bisschen Spicy",dare,"{playerName}, tue so, als wärst du in die Person dir gegenüber verliebt, bis du wieder dran bist.",false
"Bisschen Spicy",dare,"{playerName}, lecke dir den Ellbogen. Wenn du es nicht schaffst, musst du jemandem die Zehen massieren.",false
"Bisschen Spicy",dare,"{playerName}, verbinde jemandem die Augen und füttere ihn/sie mit etwas Essbarem.",false
"Bisschen Spicy",dare,"{playerName}, ziehe ein Kleidungsstück aus (bis zu einem jugendfreien Minimum).",false
"Bisschen Spicy",dare,"{playerName}, imitiere den Orgasmus eines Tieres deiner Wahl.",false
"Bisschen Spicy",dare,"{playerName}, setze dich für eine Runde auf den Schoß der Person rechts von dir.",false
"Bisschen Spicy",dare,"{playerName}, gib jemandem einen Kussmund aus der Ferne, aber sehr dramatisch.",false
"Bisschen Spicy",dare,"{playerName}, benutze einen Gegenstand im Raum als Mikrofon und singe ein Liebeslied.",false
"Bisschen Spicy",dare,"{playerName}, versuche, die Telefonnummer der Person links von dir zu erraten. Für jede falsche Ziffer ein Strafpunkt.",false
"Bisschen Spicy",dare,"{playerName}, erzähle einen schmutzigen Witz (aber noch im Rahmen).",false
"Bisschen Spicy",dare,"{playerName}, mache eine Pole-Dance-Imitation mit einem Besenstiel oder ähnlichem.",false
"Bisschen Spicy",dare,"{playerName}, zwinkere der attraktivsten Person im Raum verführerisch zu.",false
"Bisschen Spicy",dare,"{playerName}, lasse jemanden deine Haare für 2 Minuten stylen, wie er/sie möchte.",false
"Bisschen Spicy",dare,"{playerName}, rufe deine Eltern an und sage ihnen, dass du sie liebst, ohne Kontext.",false
"Bisschen Spicy",dare,"{playerName}, mache eine überzeugende Imitation davon, wie du jemanden anflirtest.",false
"Bisschen Spicy",dare,"{playerName}, gib jedem in der Runde eine ehrliche, aber harmlose Bewertung auf einer Skala von 1-10 (Aussehen).",false
"Bisschen Spicy",dare,"{playerName}, gib {targetPlayerName} eine sinnliche Nackenmassage für 1 Minute.",true
"Bisschen Spicy",dare,"{playerName}, halte Händchen mit {targetPlayerName} bis zur nächsten Runde.",true
"Bisschen Spicy",dare,"{playerName}, flüstere {targetPlayerName} ein Geheimnis ins Ohr, das niemand sonst hören darf.",true
"Bisschen Spicy",dare,"{playerName}, schaue {targetPlayerName} tief in die Augen und sage 'Ich begehre dich' mit ernster Miene.",true
"Bisschen Spicy",dare,"{playerName}, tanze einen langsamen Tanz mit {targetPlayerName} für 30 Sekunden (auch ohne Musik).",true
"Bisschen Spicy",dare,"{playerName}, gib {targetPlayerName} einen Kuss auf die Hand.",true
"Bisschen Spicy",dare,"{playerName}, schreibe {targetPlayerName} einen kurzen, geheimnisvollen Zettel und gib ihn ihm/ihr.",true
"Bisschen Spicy",dare,"{playerName}, mache {targetPlayerName} ein Kompliment über seine/ihre Augen.",true
"Bisschen Spicy",dare,"{playerName}, teile einen Schluck deines Getränks mit {targetPlayerName} auf eine 'süße' Art.",true
"Bisschen Spicy",dare,"{playerName}, tue so, als wärst du {targetPlayerName}s größter Fan und bitte um ein Autogramm auf einem ungewöhnlichen Körperteil.",true
"Bisschen Spicy",dare,"{playerName}, füttere {targetPlayerName} mit einem kleinen Snack (z.B. einer Traube).",true
"Bisschen Spicy",dare,"{playerName}, setze dich sehr nah neben {targetPlayerName} und lehne deinen Kopf für 10 Sekunden an seine/ihre Schulter.",true
"Bisschen Spicy",dare,"{playerName}, beschreibe {targetPlayerName}s Lächeln.",true
"Bisschen Spicy",dare,"{playerName}, singe ein kurzes Ständchen für {targetPlayerName}.",true
"Bisschen Spicy",dare,"{playerName}, bitte {targetPlayerName} um eine Umarmung, die mindestens 7 Sekunden dauert.",true
"Spicy (18+)",truth,"{playerName}, was ist deine Lieblings-Sexstellung?",false
"Spicy (18+)",truth,"{playerName}, wie viele Sexpartner hattest du bisher?",false
"Spicy (18+)",truth,"{playerName}, was ist das Verrückteste, das du jemals im Bett gemacht hast?",false
"Spicy (18+)",truth,"{playerName}, hattest du schon mal einen Dreier oder wärst du offen dafür?",false
"Spicy (18+)",truth,"{playerName}, was ist dein größter sexueller Fetisch oder Kink?",false
"Spicy (18+)",truth,"{playerName}, hast du schon mal Sexspielzeug benutzt? Wenn ja, welches?",false
"Spicy (18+)",truth,"{playerName}, was ist der peinlichste Ort, an dem du Sex hattest?",false
"Spicy (18+)",truth,"{playerName}, hast du schon mal für Sex bezahlt oder wurdest dafür bezahlt?",false
"Spicy (18+)",truth,"{playerName}, was ist deine Meinung zu One-Night-Stands?",false
"Spicy (18+)",truth,"{playerName}, wie oft masturbierst du?",false
"Spicy (18+)",truth,"{playerName}, hast du schon mal Sexfilme geschaut? Welche Art?",false
"Spicy (18+)",truth,"{playerName}, was ist deine wildeste sexuelle Fantasie?",false
"Spicy (18+)",truth,"{playerName}, hast du schon mal beim Sex erwischt worden?",false
"Spicy (18+)",truth,"{playerName}, was ist das längste, das du ohne Sex ausgehalten hast (freiwillig oder unfreiwillig)?",false
"Spicy (18+)",truth,"{playerName}, würdest du Sex mit jemandem haben, den du gerade erst kennengelernt hast?",false
"Spicy (18+)",truth,"{playerName}, was ist deine Definition von gutem Sex?",false
"Spicy (18+)",truth,"{playerName}, hast du schon mal Dirty Talk benutzt oder magst du es?",false
"Spicy (18+)",truth,"{playerName}, was ist das Unanständigste, das du jemandem ins Ohr geflüstert hast?",false
"Spicy (18+)",truth,"{playerName}, bevorzugst du Sex am Morgen, am Abend oder tagsüber?",false
"Spicy (18+)",truth,"{playerName}, hast du schon mal einen Orgasmus vorgetäuscht? Warum?",false
"Spicy (18+)",truth,"{playerName}, was ist deine Lieblings-Körperstelle bei dir selbst (sexuell betrachtet)?",false
"Spicy (18+)",truth,"{playerName}, was ist deine Lieblings-Körperstelle bei einem potenziellen Partner (sexuell betrachtet)?",false
"Spicy (18+)",truth,"{playerName}, hast du schon mal Sex an einem öffentlichen Ort gehabt, wo du fast erwischt wurdest?",false
"Spicy (18+)",truth,"{playerName}, was ist das Seltsamste, was dich antörnt?",false
"Spicy (18+)",truth,"{playerName}, hast du schon mal Nacktfotos von dir verschickt?",false
"Spicy (18+)",truth,"{playerName}, was ist das Peinlichste, das dir während des Sex passiert ist?",false
"Spicy (18+)",truth,"{playerName}, hast du schon mal Sex mit mehr als einer Person gleichzeitig gehabt?",false
"Spicy (18+)",truth,"{playerName}, welche Rolle spielt Vorspiel für dich?",false
"Spicy (18+)",truth,"{playerName}, würdest du BDSM ausprobieren oder hast es schon getan?",false
"Spicy (18+)",truth,"{playerName}, was ist das Intimste, das du jemals mit jemandem geteilt hast (nicht unbedingt sexuell)?",false
"Spicy (18+)",truth,"{playerName}, hast du schon mal eine sexuell übertragbare Krankheit gehabt?",false
"Spicy (18+)",truth,"{playerName}, was ist dein 'Safe Word' oder welches würdest du wählen?",false
"Spicy (18+)",truth,"{playerName}, wie wichtig ist dir die sexuelle Zufriedenheit deines Partners?",false
"Spicy (18+)",truth,"{playerName}, hast du schon mal Sex geträumt und es hat sich real angefühlt?",false
"Spicy (18+)",truth,"{playerName}, was ist das Tabu-Thema, über das du gerne offener sprechen würdest?",false
"Spicy (18+)",truth,"{playerName}, mit wem in dieser Runde würdest du am ehesten eine Nacht verbringen und warum?",true
"Spicy (18+)",truth,"{playerName}, was findest du an {targetPlayerName} sexuell am anziehendsten?",true
"Spicy (18+)",truth,"{playerName}, beschreibe deine sexuelle Fantasie mit {targetPlayerName}.",true
"Spicy (18+)",truth,"{playerName}, auf einer Skala von 1-10, wie gut schätzt du {targetPlayerName} im Bett ein? Begründe.",true
"Spicy (18+)",truth,"{playerName}, was ist das Erste, was du tun würdest, wenn du mit {targetPlayerName} alleine wärst und die Stimmung passt?",true
"Spicy (18+)",truth,"{playerName}, welche Art von Unterwäsche würdest du gerne an {targetPlayerName} sehen?",true
"Spicy (18+)",truth,"{playerName}, hast du schon mal darüber nachgedacht, {targetPlayerName} zu küssen? Wie stellst du es dir vor?",true
"Spicy (18+)",truth,"{playerName}, was ist das Schmutzigste, das du {targetPlayerName} sagen möchtest?",true
"Spicy (18+)",truth,"{playerName}, würdest du {targetPlayerName} erlauben, dich zu fesseln?",true
"Spicy (18+)",truth,"{playerName}, was ist deine ehrliche Meinung zu {targetPlayerName}s sexueller Ausstrahlung?",true
"Spicy (18+)",truth,"{playerName}, wenn du {targetPlayerName} eine erotische Massage geben müsstest, wo würdest du anfangen?",true
"Spicy (18+)",truth,"{playerName}, welche Sexstellung würdest du gerne mit {targetPlayerName} ausprobieren?",true
"Spicy (18+)",truth,"{playerName}, was denkst du, ist {targetPlayerName}s geheimster sexueller Wunsch?",true
"Spicy (18+)",truth,"{playerName}, würdest du mit {targetPlayerName} einen Strip-Poker spielen?",true
"Spicy (18+)",truth,"{playerName}, was ist ein Geräusch, das du gerne von {targetPlayerName} im Bett hören würdest?",true
"Spicy (18+)",dare,"{playerName}, ziehe ein Kleidungsstück deiner Wahl aus.",false
"Spicy (18+)",dare,"{playerName}, gib der Person links von dir einen sinnlichen Kuss auf den Hals.",false
"Spicy (18+)",dare,"{playerName}, beschreibe deinen idealen Orgasmus detailliert.",false
"Spicy (18+)",dare,"{playerName}, tanze einen erotischen Lapdance für die Person deiner Wahl (1 Minute).",false
"Spicy (18+)",dare,"{playerName}, flüstere jedem in der Runde etwas eindeutig Zweideutiges ins Ohr.",false
"Spicy (18+)",dare,"{playerName}, zeige der Gruppe deine 'O'-Face-Imitation.",false
"Spicy (18+)",dare,"{playerName}, lecke Sahne oder etwas Ähnliches von einem Körperteil der Person rechts von dir ab.",false
"Spicy (18+)",dare,"{playerName}, massiere die Füße einer Person deiner Wahl für 2 Minuten auf eine sinnliche Weise.",false
"Spicy (18+)",dare,"{playerName}, erzähle eine erotische Kurzgeschichte, in der die Spieler dieser Runde vorkommen.",false
"Spicy (18+)",dare,"{playerName}, rufe jemanden an und versuche, ihn/sie mit Dirty Talk zu erregen (Nummer darf verdeckt werden).",false
"Spicy (18+)",dare,"{playerName}, trinke einen Shot von einem Körperteil einer anderen Person (z.B. Bauchnabel).",false
"Spicy (18+)",dare,"{playerName}, simuliere Sex mit einem Kissen oder einem anderen Gegenstand für 30 Sekunden.",false
"Spicy (18+)",dare,"{playerName}, lasse jemanden dir Eiswürfel über den Rücken gleiten.",false
"Spicy (18+)",dare,"{playerName}, schreibe mit Lippenstift eine erotische Nachricht auf den Bauch oder Rücken einer anderen Person.",false
"Spicy (18+)",dare,"{playerName}, verbinde jemandem die Augen und lasse ihn/sie erraten, welchen Körperteil du ihn/sie berühren lässt.",false
"Spicy (18+)",dare,"{playerName}, zeige deine beste Striptease-Bewegung.",false
"Spicy (18+)",dare,"{playerName}, beiße sanft in das Ohrläppchen der Person links von dir.",false
"Spicy (18+)",dare,"{playerName}, setze dich auf den Schoß einer Person deiner Wahl und flirte hemmungslos für 1 Minute.",false
"Spicy (18+)",dare,"{playerName}, iss eine Banane oder Gurke auf eine sehr suggestive Weise.",false
"Spicy (18+)",dare,"{playerName}, wähle zwei Personen aus, die sich für 30 Sekunden küssen müssen (Wange ist ok, wenn es zu viel ist).",false
"Spicy (18+)",dare,"{playerName}, ziehe so viele Kleidungsstücke aus, wie du Würfelaugen hast (mindestens 1).",false
"Spicy (18+)",dare,"{playerName}, mache jemandem ein Kompliment über einen normalerweise nicht beachteten Körperteil.",false
"Spicy (18+)",dare,"{playerName}, flüstere deine wildeste sexuelle Fantasie einer Person deiner Wahl ins Ohr.",false
"Spicy (18+)",dare,"{playerName}, gib jemandem einen Body Shot (z.B. Tequila von der Brust lecken).",false
"Spicy (18+)",dare,"{playerName}, spiele 'Wahrheit oder Pflicht' nur mit sexuellen Fragen/Aufgaben für die nächste Runde.",false
"Spicy (18+)",dare,"{playerName}, lasse jemanden dir Handschellen anlegen (symbolisch, z.B. mit einem Schal) für 5 Minuten.",false
"Spicy (18+)",dare,"{playerName}, stöhne bei jeder Antwort, die du gibst, bis du wieder an der Reihe bist.",false
